Nivel;ID;Denominacion
4;L504-TR-1133-01;DISCO FIJO
5;L504-TR-1133-01-01;ESPIRAL DERECHO
4;L504-TR-1133-02;DISCO GIRATORIO
5;L504-TR-1133-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1133-02-02;RODAMIENTO
5;L504-TR-1133-02-03;DISCO INTERNO
4;L504-TR-1133-03;TAMBOR
5;L504-TR-1133-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1134;SPOOL DE BANDAS TR 1134
4;L504-TR-1134-01;DISCO FIJO
5;L504-TR-1134-01-01;ESPIRAL DERECHO
4;L504-TR-1134-02;DISCO GIRATORIO
5;L504-TR-1134-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1134-02-02;RODAMIENTO
5;L504-TR-1134-02-03;DISCO INTERNO
4;L504-TR-1134-03;TAMBOR
5;L504-TR-1134-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1135;SPOOL DE BANDAS TR 1135
4;L504-TR-1135-01;DISCO FIJO
5;L504-TR-1135-01-01;ESPIRAL DERECHO
4;L504-TR-1135-02;DISCO GIRATORIO
5;L504-TR-1135-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1135-02-02;RODAMIENTO
5;L504-TR-1135-02-03;DISCO INTERNO
4;L504-TR-1135-03;TAMBOR
5;L504-TR-1135-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1136;SPOOL DE BANDAS TR 1136
4;L504-TR-1136-01;DISCO FIJO
5;L504-TR-1136-01-01;ESPIRAL DERECHO
4;L504-TR-1136-02;DISCO GIRATORIO
5;L504-TR-1136-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1136-02-02;RODAMIENTO
5;L504-TR-1136-02-03;DISCO INTERNO
4;L504-TR-1136-03;TAMBOR
5;L504-TR-1136-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1137;SPOOL DE BANDAS TR 1137
4;L504-TR-1137-01;DISCO FIJO
5;L504-TR-1137-01-01;ESPIRAL DERECHO
4;L504-TR-1137-02;DISCO GIRATORIO
5;L504-TR-1137-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1137-02-02;RODAMIENTO
5;L504-TR-1137-02-03;DISCO INTERNO
4;L504-TR-1137-03;TAMBOR
5;L504-TR-1137-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1138;SPOOL DE BANDAS TR 1138
4;L504-TR-1138-01;DISCO FIJO
5;L504-TR-1138-01-01;ESPIRAL DERECHO
4;L504-TR-1138-02;DISCO GIRATORIO
5;L504-TR-1138-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1138-02-02;RODAMIENTO
5;L504-TR-1138-02-03;DISCO INTERNO
4;L504-TR-1138-03;TAMBOR
5;L504-TR-1138-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1139;SPOOL DE BANDAS TR 1139
4;L504-TR-1139-01;DISCO FIJO
5;L504-TR-1139-01-01;ESPIRAL DERECHO
4;L504-TR-1139-02;DISCO GIRATORIO
5;L504-TR-1139-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1139-02-02;RODAMIENTO
5;L504-TR-1139-02-03;DISCO INTERNO
4;L504-TR-1139-03;TAMBOR
5;L504-TR-1139-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1140;SPOOL DE BANDAS TR 1140
4;L504-TR-1140-01;DISCO FIJO
5;L504-TR-1140-01-01;ESPIRAL DERECHO
4;L504-TR-1140-02;DISCO GIRATORIO
5;L504-TR-1140-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1140-02-02;RODAMIENTO
5;L504-TR-1140-02-03;DISCO INTERNO
4;L504-TR-1140-03;TAMBOR
5;L504-TR-1140-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1141;SPOOL DE BANDAS TR 1141
4;L504-TR-1141-01;DISCO FIJO
5;L504-TR-1141-01-01;ESPIRAL DERECHO
4;L504-TR-1141-02;DISCO GIRATORIO
5;L504-TR-1141-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1141-02-02;RODAMIENTO
5;L504-TR-1141-02-03;DISCO INTERNO
4;L504-TR-1141-03;TAMBOR
5;L504-TR-1141-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1142;SPOOL DE BANDAS TR 1142
4;L504-TR-1142-01;DISCO FIJO
5;L504-TR-1142-01-01;ESPIRAL DERECHO
4;L504-TR-1142-02;DISCO GIRATORIO
5;L504-TR-1142-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1142-02-02;RODAMIENTO
5;L504-TR-1142-02-03;DISCO INTERNO
4;L504-TR-1142-03;TAMBOR
5;L504-TR-1142-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1143;SPOOL DE BANDAS TR 1143
4;L504-TR-1143-01;DISCO FIJO
5;L504-TR-1143-01-01;ESPIRAL DERECHO
4;L504-TR-1143-02;DISCO GIRATORIO
5;L504-TR-1143-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1143-02-02;RODAMIENTO
5;L504-TR-1143-02-03;DISCO INTERNO
4;L504-TR-1143-03;TAMBOR
5;L504-TR-1143-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1144;SPOOL DE BANDAS TR 1144
4;L504-TR-1144-01;DISCO FIJO
5;L504-TR-1144-01-01;ESPIRAL DERECHO
4;L504-TR-1144-02;DISCO GIRATORIO
5;L504-TR-1144-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1144-02-02;RODAMIENTO
5;L504-TR-1144-02-03;DISCO INTERNO
4;L504-TR-1144-03;TAMBOR
5;L504-TR-1144-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1145;SPOOL DE BANDAS TR 1145
4;L504-TR-1145-01;DISCO FIJO
5;L504-TR-1145-01-01;ESPIRAL DERECHO
4;L504-TR-1145-02;DISCO GIRATORIO
5;L504-TR-1145-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1145-02-02;RODAMIENTO
5;L504-TR-1145-02-03;DISCO INTERNO
4;L504-TR-1145-03;TAMBOR
5;L504-TR-1145-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1146;SPOOL DE BANDAS TR 1146
4;L504-TR-1146-01;DISCO FIJO
5;L504-TR-1146-01-01;ESPIRAL DERECHO
4;L504-TR-1146-02;DISCO GIRATORIO
5;L504-TR-1146-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1146-02-02;RODAMIENTO
5;L504-TR-1146-02-03;DISCO INTERNO
4;L504-TR-1146-03;TAMBOR
5;L504-TR-1146-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1147;SPOOL DE BANDAS TR 1147
4;L504-TR-1147-01;DISCO FIJO
5;L504-TR-1147-01-01;ESPIRAL DERECHO
4;L504-TR-1147-02;DISCO GIRATORIO
5;L504-TR-1147-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1147-02-02;RODAMIENTO
5;L504-TR-1147-02-03;DISCO INTERNO
4;L504-TR-1147-03;TAMBOR
5;L504-TR-1147-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1148;SPOOL DE BANDAS TR 1148
4;L504-TR-1148-01;DISCO FIJO
5;L504-TR-1148-01-01;ESPIRAL DERECHO
4;L504-TR-1148-02;DISCO GIRATORIO
5;L504-TR-1148-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1148-02-02;RODAMIENTO
5;L504-TR-1148-02-03;DISCO INTERNO
4;L504-TR-1148-03;TAMBOR
5;L504-TR-1148-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1149;SPOOL DE BANDAS TR 1149
4;L504-TR-1149-01;DISCO FIJO
5;L504-TR-1149-01-01;ESPIRAL DERECHO
4;L504-TR-1149-02;DISCO GIRATORIO
5;L504-TR-1149-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1149-02-02;RODAMIENTO
5;L504-TR-1149-02-03;DISCO INTERNO
4;L504-TR-1149-03;TAMBOR
5;L504-TR-1149-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1150;SPOOL DE BANDAS TR 1150
4;L504-TR-1150-01;DISCO FIJO
5;L504-TR-1150-01-01;ESPIRAL DERECHO
4;L504-TR-1150-02;DISCO GIRATORIO
5;L504-TR-1150-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1150-02-02;RODAMIENTO
5;L504-TR-1150-02-03;DISCO INTERNO
4;L504-TR-1150-03;TAMBOR
5;L504-TR-1150-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1151;SPOOL DE BANDAS TR 1151
4;L504-TR-1151-01;DISCO FIJO
5;L504-TR-1151-01-01;ESPIRAL DERECHO
4;L504-TR-1151-02;DISCO GIRATORIO
5;L504-TR-1151-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1151-02-02;RODAMIENTO
5;L504-TR-1151-02-03;DISCO INTERNO
4;L504-TR-1151-03;TAMBOR
5;L504-TR-1151-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1152;SPOOL DE BANDAS TR 1152
4;L504-TR-1152-01;DISCO FIJO
5;L504-TR-1152-01-01;ESPIRAL DERECHO
4;L504-TR-1152-02;DISCO GIRATORIO
5;L504-TR-1152-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1152-02-02;RODAMIENTO
5;L504-TR-1152-02-03;DISCO INTERNO
4;L504-TR-1152-03;TAMBOR
5;L504-TR-1152-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1153;SPOOL DE BANDAS TR 1153
4;L504-TR-1153-01;DISCO FIJO
5;L504-TR-1153-01-01;ESPIRAL DERECHO
4;L504-TR-1153-02;DISCO GIRATORIO
5;L504-TR-1153-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1153-02-02;RODAMIENTO
5;L504-TR-1153-02-03;DISCO INTERNO
4;L504-TR-1153-03;TAMBOR
5;L504-TR-1153-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1154;SPOOL DE BANDAS TR 1154
4;L504-TR-1154-01;DISCO FIJO
5;L504-TR-1154-01-01;ESPIRAL DERECHO
4;L504-TR-1154-02;DISCO GIRATORIO
5;L504-TR-1154-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1154-02-02;RODAMIENTO
5;L504-TR-1154-02-03;DISCO INTERNO
4;L504-TR-1154-03;TAMBOR
5;L504-TR-1154-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1155;SPOOL DE BANDAS TR 1155
4;L504-TR-1155-01;DISCO FIJO
5;L504-TR-1155-01-01;ESPIRAL DERECHO
4;L504-TR-1155-02;DISCO GIRATORIO
5;L504-TR-1155-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1155-02-02;RODAMIENTO
5;L504-TR-1155-02-03;DISCO INTERNO
4;L504-TR-1155-03;TAMBOR
5;L504-TR-1155-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1156;SPOOL DE BANDAS TR 1156
4;L504-TR-1156-01;DISCO FIJO
5;L504-TR-1156-01-01;ESPIRAL DERECHO
4;L504-TR-1156-02;DISCO GIRATORIO
5;L504-TR-1156-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1156-02-02;RODAMIENTO
5;L504-TR-1156-02-03;DISCO INTERNO
4;L504-TR-1156-03;TAMBOR
5;L504-TR-1156-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1157;SPOOL DE BANDAS TR 1157
4;L504-TR-1157-01;DISCO FIJO
5;L504-TR-1157-01-01;ESPIRAL DERECHO
4;L504-TR-1157-02;DISCO GIRATORIO
5;L504-TR-1157-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1157-02-02;RODAMIENTO
5;L504-TR-1157-02-03;DISCO INTERNO
4;L504-TR-1157-03;TAMBOR
5;L504-TR-1157-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1158;SPOOL DE BANDAS TR 1158
4;L504-TR-1158-01;DISCO FIJO
5;L504-TR-1158-01-01;ESPIRAL DERECHO
4;L504-TR-1158-02;DISCO GIRATORIO
5;L504-TR-1158-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1158-02-02;RODAMIENTO
5;L504-TR-1158-02-03;DISCO INTERNO
4;L504-TR-1158-03;TAMBOR
5;L504-TR-1158-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1159;SPOOL DE BANDAS TR 1159
4;L504-TR-1159-01;DISCO FIJO
5;L504-TR-1159-01-01;ESPIRAL DERECHO
4;L504-TR-1159-02;DISCO GIRATORIO
5;L504-TR-1159-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1159-02-02;RODAMIENTO
5;L504-TR-1159-02-03;DISCO INTERNO
4;L504-TR-1159-03;TAMBOR
5;L504-TR-1159-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1160;SPOOL DE BANDAS TR 1160
4;L504-TR-1160-01;DISCO FIJO
5;L504-TR-1160-01-01;ESPIRAL DERECHO
4;L504-TR-1160-02;DISCO GIRATORIO
5;L504-TR-1160-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1160-02-02;RODAMIENTO
5;L504-TR-1160-02-03;DISCO INTERNO
4;L504-TR-1160-03;TAMBOR
5;L504-TR-1160-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1161;SPOOL DE BANDAS TR 1161
4;L504-TR-1161-01;DISCO FIJO
5;L504-TR-1161-01-01;ESPIRAL DERECHO
4;L504-TR-1161-02;DISCO GIRATORIO
5;L504-TR-1161-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1161-02-02;RODAMIENTO
5;L504-TR-1161-02-03;DISCO INTERNO
4;L504-TR-1161-03;TAMBOR
5;L504-TR-1161-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1162;SPOOL DE BANDAS TR 1162
4;L504-TR-1162-01;DISCO FIJO
5;L504-TR-1162-01-01;ESPIRAL DERECHO
4;L504-TR-1162-02;DISCO GIRATORIO
5;L504-TR-1162-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1162-02-02;RODAMIENTO
5;L504-TR-1162-02-03;DISCO INTERNO
4;L504-TR-1162-03;TAMBOR
5;L504-TR-1162-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1163;SPOOL DE BANDAS TR 1163
4;L504-TR-1163-01;DISCO FIJO
5;L504-TR-1163-01-01;ESPIRAL DERECHO
4;L504-TR-1163-02;DISCO GIRATORIO
5;L504-TR-1163-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1163-02-02;RODAMIENTO
5;L504-TR-1163-02-03;DISCO INTERNO
4;L504-TR-1163-03;TAMBOR
5;L504-TR-1163-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1164;SPOOL DE BANDAS TR 1164
4;L504-TR-1164-01;DISCO FIJO
5;L504-TR-1164-01-01;ESPIRAL DERECHO
4;L504-TR-1164-02;DISCO GIRATORIO
5;L504-TR-1164-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1164-02-02;RODAMIENTO
5;L504-TR-1164-02-03;DISCO INTERNO
4;L504-TR-1164-03;TAMBOR
5;L504-TR-1164-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1165;SPOOL DE BANDAS TR 1165
4;L504-TR-1165-01;DISCO FIJO
5;L504-TR-1165-01-01;ESPIRAL DERECHO
4;L504-TR-1165-02;DISCO GIRATORIO
5;L504-TR-1165-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1165-02-02;RODAMIENTO
5;L504-TR-1165-02-03;DISCO INTERNO
4;L504-TR-1165-03;TAMBOR
5;L504-TR-1165-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1166;SPOOL DE BANDAS TR 1166
4;L504-TR-1166-01;DISCO FIJO
5;L504-TR-1166-01-01;ESPIRAL DERECHO
4;L504-TR-1166-02;DISCO GIRATORIO
5;L504-TR-1166-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1166-02-02;RODAMIENTO
5;L504-TR-1166-02-03;DISCO INTERNO
4;L504-TR-1166-03;TAMBOR
5;L504-TR-1166-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1167;SPOOL DE BANDAS TR 1167
4;L504-TR-1167-01;DISCO FIJO
5;L504-TR-1167-01-01;ESPIRAL DERECHO
4;L504-TR-1167-02;DISCO GIRATORIO
5;L504-TR-1167-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1167-02-02;RODAMIENTO
5;L504-TR-1167-02-03;DISCO INTERNO
4;L504-TR-1167-03;TAMBOR
5;L504-TR-1167-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1168;SPOOL DE BANDAS TR 1168
4;L504-TR-1168-01;DISCO FIJO
5;L504-TR-1168-01-01;ESPIRAL DERECHO
4;L504-TR-1168-02;DISCO GIRATORIO
5;L504-TR-1168-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1168-02-02;RODAMIENTO
5;L504-TR-1168-02-03;DISCO INTERNO
4;L504-TR-1168-03;TAMBOR
5;L504-TR-1168-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1169;SPOOL DE BANDAS TR 1169
4;L504-TR-1169-01;DISCO FIJO
5;L504-TR-1169-01-01;ESPIRAL DERECHO
4;L504-TR-1169-02;DISCO GIRATORIO
5;L504-TR-1169-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1169-02-02;RODAMIENTO
5;L504-TR-1169-02-03;DISCO INTERNO
4;L504-TR-1169-03;TAMBOR
5;L504-TR-1169-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1170;SPOOL DE BANDAS TR 1170
4;L504-TR-1170-01;DISCO FIJO
5;L504-TR-1170-01-01;ESPIRAL DERECHO
4;L504-TR-1170-02;DISCO GIRATORIO
5;L504-TR-1170-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1170-02-02;RODAMIENTO
5;L504-TR-1170-02-03;DISCO INTERNO
4;L504-TR-1170-03;TAMBOR
5;L504-TR-1170-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1171;SPOOL DE BANDAS TR 1171
4;L504-TR-1171-01;DISCO FIJO
5;L504-TR-1171-01-01;ESPIRAL DERECHO
4;L504-TR-1171-02;DISCO GIRATORIO
5;L504-TR-1171-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1171-02-02;RODAMIENTO
5;L504-TR-1171-02-03;DISCO INTERNO
4;L504-TR-1171-03;TAMBOR
5;L504-TR-1171-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1172;SPOOL DE BANDAS TR 1172
4;L504-TR-1172-01;DISCO FIJO
5;L504-TR-1172-01-01;ESPIRAL DERECHO
4;L504-TR-1172-02;DISCO GIRATORIO
5;L504-TR-1172-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1172-02-02;RODAMIENTO
5;L504-TR-1172-02-03;DISCO INTERNO
4;L504-TR-1172-03;TAMBOR
5;L504-TR-1172-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1173;SPOOL DE BANDAS TR 1173
4;L504-TR-1173-01;DISCO FIJO
5;L504-TR-1173-01-01;ESPIRAL DERECHO
4;L504-TR-1173-02;DISCO GIRATORIO
5;L504-TR-1173-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1173-02-02;RODAMIENTO
5;L504-TR-1173-02-03;DISCO INTERNO
4;L504-TR-1173-03;TAMBOR
5;L504-TR-1173-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1174;SPOOL DE BANDAS TR 1174
4;L504-TR-1174-01;DISCO FIJO
5;L504-TR-1174-01-01;ESPIRAL DERECHO
4;L504-TR-1174-02;DISCO GIRATORIO
5;L504-TR-1174-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1174-02-02;RODAMIENTO
5;L504-TR-1174-02-03;DISCO INTERNO
4;L504-TR-1174-03;TAMBOR
5;L504-TR-1174-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1175;SPOOL DE BANDAS TR 1175
4;L504-TR-1175-01;DISCO FIJO
5;L504-TR-1175-01-01;ESPIRAL DERECHO
4;L504-TR-1175-02;DISCO GIRATORIO
5;L504-TR-1175-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1175-02-02;RODAMIENTO
5;L504-TR-1175-02-03;DISCO INTERNO
4;L504-TR-1175-03;TAMBOR
5;L504-TR-1175-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1176;SPOOL DE BANDAS TR 1176
4;L504-TR-1176-01;DISCO FIJO
5;L504-TR-1176-01-01;ESPIRAL DERECHO
4;L504-TR-1176-02;DISCO GIRATORIO
5;L504-TR-1176-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1176-02-02;RODAMIENTO
5;L504-TR-1176-02-03;DISCO INTERNO
4;L504-TR-1176-03;TAMBOR
5;L504-TR-1176-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1177;SPOOL DE BANDAS TR 1177
4;L504-TR-1177-01;DISCO FIJO
5;L504-TR-1177-01-01;ESPIRAL DERECHO
4;L504-TR-1177-02;DISCO GIRATORIO
5;L504-TR-1177-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1177-02-02;RODAMIENTO
5;L504-TR-1177-02-03;DISCO INTERNO
4;L504-TR-1177-03;TAMBOR
5;L504-TR-1177-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1178;SPOOL DE BANDAS TR 1178
4;L504-TR-1178-01;DISCO FIJO
5;L504-TR-1178-01-01;ESPIRAL DERECHO
4;L504-TR-1178-02;DISCO GIRATORIO
5;L504-TR-1178-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1178-02-02;RODAMIENTO
5;L504-TR-1178-02-03;DISCO INTERNO
4;L504-TR-1178-03;TAMBOR
5;L504-TR-1178-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1179;SPOOL DE BANDAS TR 1179
4;L504-TR-1179-01;DISCO FIJO
5;L504-TR-1179-01-01;ESPIRAL DERECHO
4;L504-TR-1179-02;DISCO GIRATORIO
5;L504-TR-1179-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1179-02-02;RODAMIENTO
5;L504-TR-1179-02-03;DISCO INTERNO
4;L504-TR-1179-03;TAMBOR
5;L504-TR-1179-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1180;SPOOL DE BANDAS TR 1180
4;L504-TR-1180-01;DISCO FIJO
5;L504-TR-1180-01-01;ESPIRAL DERECHO
4;L504-TR-1180-02;DISCO GIRATORIO
5;L504-TR-1180-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1180-02-02;RODAMIENTO
5;L504-TR-1180-02-03;DISCO INTERNO
4;L504-TR-1180-03;TAMBOR
5;L504-TR-1180-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1181;SPOOL DE BANDAS TR 1181
4;L504-TR-1181-01;DISCO FIJO
5;L504-TR-1181-01-01;ESPIRAL DERECHO
4;L504-TR-1181-02;DISCO GIRATORIO
5;L504-TR-1181-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1181-02-02;RODAMIENTO
5;L504-TR-1181-02-03;DISCO INTERNO
4;L504-TR-1181-03;TAMBOR
5;L504-TR-1181-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1182;SPOOL DE BANDAS TR 1182
4;L504-TR-1182-01;DISCO FIJO
5;L504-TR-1182-01-01;ESPIRAL DERECHO
4;L504-TR-1182-02;DISCO GIRATORIO
5;L504-TR-1182-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1182-02-02;RODAMIENTO
5;L504-TR-1182-02-03;DISCO INTERNO
4;L504-TR-1182-03;TAMBOR
5;L504-TR-1182-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1183;SPOOL DE BANDAS TR 1183
4;L504-TR-1183-01;DISCO FIJO
5;L504-TR-1183-01-01;ESPIRAL DERECHO
4;L504-TR-1183-02;DISCO GIRATORIO
5;L504-TR-1183-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1183-02-02;RODAMIENTO
5;L504-TR-1183-02-03;DISCO INTERNO
4;L504-TR-1183-03;TAMBOR
5;L504-TR-1183-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1184;SPOOL DE BANDAS TR 1184
4;L504-TR-1184-01;DISCO FIJO
5;L504-TR-1184-01-01;ESPIRAL DERECHO
4;L504-TR-1184-02;DISCO GIRATORIO
5;L504-TR-1184-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1184-02-02;RODAMIENTO
5;L504-TR-1184-02-03;DISCO INTERNO
4;L504-TR-1184-03;TAMBOR
5;L504-TR-1184-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1185;SPOOL DE BANDAS TR 1185
4;L504-TR-1185-01;DISCO FIJO
5;L504-TR-1185-01-01;ESPIRAL DERECHO
4;L504-TR-1185-02;DISCO GIRATORIO
5;L504-TR-1185-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1185-02-02;RODAMIENTO
5;L504-TR-1185-02-03;DISCO INTERNO
4;L504-TR-1185-03;TAMBOR
5;L504-TR-1185-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1186;SPOOL DE BANDAS TR 1186
4;L504-TR-1186-01;DISCO FIJO
5;L504-TR-1186-01-01;ESPIRAL DERECHO
4;L504-TR-1186-02;DISCO GIRATORIO
5;L504-TR-1186-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1186-02-02;RODAMIENTO
5;L504-TR-1186-02-03;DISCO INTERNO
4;L504-TR-1186-03;TAMBOR
5;L504-TR-1186-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1187;SPOOL DE BANDAS TR 1187
4;L504-TR-1187-01;DISCO FIJO
5;L504-TR-1187-01-01;ESPIRAL DERECHO
4;L504-TR-1187-02;DISCO GIRATORIO
5;L504-TR-1187-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1187-02-02;RODAMIENTO
5;L504-TR-1187-02-03;DISCO INTERNO
4;L504-TR-1187-03;TAMBOR
5;L504-TR-1187-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1188;SPOOL DE BANDAS TR 1188
4;L504-TR-1188-01;DISCO FIJO
5;L504-TR-1188-01-01;ESPIRAL DERECHO
4;L504-TR-1188-02;DISCO GIRATORIO
5;L504-TR-1188-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1188-02-02;RODAMIENTO
5;L504-TR-1188-02-03;DISCO INTERNO
4;L504-TR-1188-03;TAMBOR
5;L504-TR-1188-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1189;SPOOL DE BANDAS TR 1189
4;L504-TR-1189-01;DISCO FIJO
5;L504-TR-1189-01-01;ESPIRAL DERECHO
4;L504-TR-1189-02;DISCO GIRATORIO
5;L504-TR-1189-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1189-02-02;RODAMIENTO
5;L504-TR-1189-02-03;DISCO INTERNO
4;L504-TR-1189-03;TAMBOR
5;L504-TR-1189-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1190;SPOOL DE BANDAS TR 1190
4;L504-TR-1190-01;DISCO FIJO
5;L504-TR-1190-01-01;ESPIRAL DERECHO
4;L504-TR-1190-02;DISCO GIRATORIO
5;L504-TR-1190-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1190-02-02;RODAMIENTO
5;L504-TR-1190-02-03;DISCO INTERNO
4;L504-TR-1190-03;TAMBOR
5;L504-TR-1190-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1191;SPOOL DE BANDAS TR 1191
4;L504-TR-1191-01;DISCO FIJO
5;L504-TR-1191-01-01;ESPIRAL DERECHO
4;L504-TR-1191-02;DISCO GIRATORIO
5;L504-TR-1191-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1191-02-02;RODAMIENTO
5;L504-TR-1191-02-03;DISCO INTERNO
4;L504-TR-1191-03;TAMBOR
5;L504-TR-1191-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1192;SPOOL DE BANDAS TR 1192
4;L504-TR-1192-01;DISCO FIJO
5;L504-TR-1192-01-01;ESPIRAL DERECHO
